Who,Chat Content,Label
Chris_UK2023,所以來到大倫敦，對比返臺灣個路況，真係天堂與地獄,0
EricTheodoreCartmanLovesTrump,唔好意思，我真係唔想慣，因為佢真係違法,0
EricTheodoreCartmanLovesTrump,雖然台北車站對出條路成日塞車，但嗰條路係揸得最舒服，因為冇電單車,0
Chris_UK2023,動物園踩到去大稻埕 🤣,0
EricTheodoreCartmanLovesTrump,屌你行車道你又行得，違規行行人路你又得，仲爭咩路權？,0
EricTheodoreCartmanLovesTrump,所以我非常之討厭嗰班爭取電單車路權嘅人,0
EricTheodoreCartmanLovesTrump,喺台灣路權最大嘅就係電單車,0
,我都半小時，含馬路,0
Chris_UK2023,ubike响河邊啲單車徑踩過，踩20k踩到屁屁痛（張凳唔好坐）。唔敢踩上馬路⋯,0
EricTheodoreCartmanLovesTrump,我行路，佢揸佢架綿羊仔，我到咗佢仲泊緊車,0
,"但我係經常揸
我仲未搞投保",0
EricTheodoreCartmanLovesTrump,直程試過，我有個室友，我哋住街頭，只係去3分鐘腳程嘅街尾7-11,0
EricTheodoreCartmanLovesTrump,踩單車without電又係被歧視嘅一群,0
Chris_UK2023,我响臺中見識過，啲朋友一兩個街口都要揸機車過去,0
,"我都係台灣十幾年，聽您們講似住雙北。
有冇揸過ubike及搭台鐵？
我台灣有揸過車。",0
Chris_UK2023,當年臺灣有個按摩師傅痛罵臺灣人少運動，郁下都揸機車，連行兩步都懶，所以身體好易出問題,0
EricTheodoreCartmanLovesTrump,even我仲要喺大台北,0
EricTheodoreCartmanLovesTrump,因為我唔會想喺台灣揸車,0
EricTheodoreCartmanLovesTrump,我而家都係住捷運站隔離,0
Chris_UK2023,當年在臺灣北部，我咪揀個近捷運站嘅地方住。買餸就行，行半個鐘都照行，行多啲身體好添,0
EricTheodoreCartmanLovesTrump,人可以慣但有啲明明喺唔岩嘅嘢係要屌,0
EricTheodoreCartmanLovesTrump,唔係三言兩語可以形容,0
EricTheodoreCartmanLovesTrump,所以我對呢個地方嘅交通有幾絕望,0
EricTheodoreCartmanLovesTrump,我咁多年都係行人,0
Chris_UK2023,而家有人爭取行人路權，想行人出街更安全。啲司機就出嚟屌，點解剩係檢討司機呀，點解唔檢討行人呀？,0
,因為A股放咗好多日假,0
mochinchin,double negative,0
mochinchin,笑咗,0
Chris_UK2023,"驟眼睇個名，以為咩 NO NotMadeInChina（參考本群名），玩嘢。原來應該係 Non-MIC
😅",0
buddy4ever22,"依加就係要藍屍全家死曬
一家賤畜齊齊整整 🙈🙏🏻",0
buddy4ever22,"唔係似 直頭係 🤣
所以之前咪叫你唔好理咩藍白旗
fing好你支香港旗 你重喺度on99咁 🙈",0
Windanz,呢個有啲似我所擔心嘅嘢,0
Windanz,我分享唔係表示認同，但覺得有咁嘅想法我有時忽略咗,0
buddy4ever22,"啲Wall Street大鱷真係唔俾面比鳩超..
一完咗匪慶就搞到港女跌到仆街 😂
連共匪本身個市都冇跌 🙈",0
,美股跌1%，可能港股開咗10倍槓桿,0
captaincatho,班勝利球迷而家就第一個死,0
captaincatho,好多藍絲都係牆頭草，有利就企邊邊,0
captaincatho,19 20大家都仲希望香港係可以變返以前,0
captaincatho,其實睇地方，民主開既就算送頭最後都會成班放返出黎，大陸就預左死硬，果下就睇香港最後會選擇行邊一條路,0
WalterTommyShelbyWhite,[**恒指急挫2172點 見歷來最大單日點數跌幅**](https://telegra.ph/恒指急挫2172點-見歷來最大單日點數跌幅-10-08),0
SangMata_BOT,User `6406621251` changed name from 悉尼老鼠 to 🥴,0
mochinchin,犀利！🥹🥹🥹🥹,0
Windanz,"我預咗無人肯聽我嘅意見。因為我幾年前喺香港勸勇武停止送頭、暴力、用氣油彈、衝擊popo，因為無用、不得民心、阻礙運動、佢哋人會麻煩自己、手足同身邊人。
藍屍又配合popo 監視佢哋！勇武喺街行幾多圈先返屋企都無用！但係佢哋太相信自己！覺得自己嘅方法sure win! 拒絕意見👎🏻

勇武鬧到我隻狗咁！熱狗冷氣指揮師又Diu 我！
結果好多勇武畀藍屍同popo打、坐監。熱狗冷氣指揮師叫人衝、自己就避，出賣前線嘅手下。好多熱狗冷氣指揮師都當前線手足係下屬，願意犧牲！有啲熱狗已投共！

無被拉、坐監嘅勇武又唔幫佢哋落難嘅手足，得和理非去幫同救勇武。
勇武仲要潑冷水！勇武真係逼到我灰心！",0
Windanz,"成個New Zealand 得你哋一個反共嘅香港人組織？ 

某group 英國和理非Hongkongers 同樣反對香港倉促independence 。香港就算真係行獨立呢步，最好學澳洲同紐西蘭由英國殖民地 轉型英聯邦 。否則好易好似法國大革命後嘅民選法國政府，又貪污、腐敗、屠殺法國人！記住香港仲有好多藍屍、共諜同共匪！
香港獨立咗亦好大機會變成柬埔寨🇰🇭，終共嘅傀儡政權！

佢哋嘅論述非常有見地👍",0
captaincatho,心死,0
captaincatho,應該有哂覺悟,0
EricTheodoreCartmanLovesTrump,都走啦,0
EricTheodoreCartmanLovesTrump,不過算啦,0
EricTheodoreCartmanLovesTrump,慣咗咪頻頻喺海外出醜囉,0
blueskycoldicegoodday,"五年前
**2019.10.4 反禁蒙面法**

#禁蒙面法
#反送中5週年 #反送中 #毋忘2019 #毋忘抗爭 #當年今日",0
blueskycoldicegoodday,,0
blueskycoldicegoodday,,0
blueskycoldicegoodday,,0
,Registration,0
GetALifeLa,"根據 Sky News 的報道，天文學家觀測到來自太陽
的兩次太陽閃焰，遵致英國部份地區有機會可以看到北極
光！地磁風暴將在10月5日-6日，10月10日-12日，10月22
日迎來一波小峰值，這幾天看到的可能性最大，全英多地肉
眼可見，概率極高！！！
未來幾天，英國可能會看到北極光，尤其是蘇格蘭北部、英
格蘭北部和北愛爾蘭地區，
目前正處於「太陽極大期」，意味着太陽處於其週期中特別
活躍的階段，英國比平時更頻繁地看到了北極光。很難確定
太陽極大期何時結束，所以應該把握每次看到北極光的機
會。",0
,網站找不到？請問如何聯絡？,0
ach0820,生活上面，都盡力做到有得揀其他國家造嘅，就唔揀仆街大陸整。,0
ach0820,"土瓜灣老翁非禮女途人。
深水埗男子非禮女學生，從後熊抱。
黑底人士上門收數，一男一女落街後，從後扑死另一男子。
老伯睇唔過眼，用剪鉗剪斷仆街共產黨嘅國旗電線裝置。
荃灣婆婆睇唔過眼，𠝹刀剪爛民建聯海報。
後生男子坐巴士，寫光復香港....
多到都數唔哂。
返咗秦朝，千萬唔好做儍事，等於自殺。俾班黑狗拉咗坐監，唔值得啊。",0
Windanz,十月七日 10pm 蘇格蘭 I phone 13 pro max,0
HKerMkey,"大家好，

想同大家介紹下一個我自己嘅小Project….

🎉 NONMIC.com 🎉 一個無中國貨的網店！

喺英國，大家唔多唔少都會用Amazon買嘢 🛍️ 但Amazon好少寫產品嘅生產地 😮‍💨

NONMIC.com 為你搜羅喺英國 Amazon上，非中國製的產品，仲清楚列明每件產品的生產地 🌏 幫你輕鬆罷買中國貨之餘，仲可以發掘歐、美、加、日、韓、台的優質產品 😎 價錢同直接喺Amazon 買嘢完全一樣，Prime會員可以繼續享受其福利。

希望大家可以支持下，幫手….

✅ 上https://www.nonmic.com/ 逛下，畀下意見，或者睇啱嘢就買下嘢 🙈 
✅ Like FB: https://www.facebook.com/nonmic.uk
✅ Like埋 IG: https://www.instagram.com/nonmic.uk/
✅ 喺social media Share 下畀更多人知
✅ 可以入埋WhatsApp Group，一齊研究點罷買中國貨：https://chat.whatsapp.com/CfaKOa0iE9WD3GQK0BZtow

雖然暫時得500+貨，但我會畀心機加多啲貨（因為真係好多），同會喺FB/ IG推介啲非中國製產品 💪🏻 幫大家輕鬆罷買中國貨，同鼓勵更多人一齊罷買 💪🏻💪🏻",0
Windanz,"Gaza Strip in maps: How a year of war has drastically changed life in the territory - BBC News
https://www.bbc.co.uk/news/world-middle-east-20415675",0
HKerMkey,Deep State 圈內多猶太人掛,0
I_Love_Salad,變成大監倉,0
,我揸過一年，揸揸吓就好快慣,0
GeraldG0,謝謝解釋😊,0
EricTheodoreCartmanLovesTrump,所以我喺台灣咁多年都冇買車，一黎台北揸私家車唔方便，而我又接受唔到電單車，二黎嗰法例on9,0
EricTheodoreCartmanLovesTrump,叫我點留係呢個發展中國家,0
EricTheodoreCartmanLovesTrump,台灣人平時待人處事同埋揸車態度嘅180度轉變都出曬名,0
EricTheodoreCartmanLovesTrump,然後揸私家車右轉只要電單車唔讓你，你又冇膽抽個頭過去，係可以呢世都唔洗右轉,0
EricTheodoreCartmanLovesTrump,有時仲咇你叫你讓路，我緊係唔讓，屌你行人路黎架,0
EricTheodoreCartmanLovesTrump,點解行行下行人路有架綿羊仔係你隔離擦身而過,0
EricTheodoreCartmanLovesTrump,又係一大價值觀考驗,0
EricTheodoreCartmanLovesTrump,仲有立國至今都搞唔掂嘅交通問題,0
EricTheodoreCartmanLovesTrump,剩係工作態度都唔一樣啦,0
GeraldG0,點樣唔夾？,0
,香港人同台灣人嘅價値觀本來就唔太夾,0
,早兩年太多人過去先收緊，本來買間樓自住都可以移民,0
Windanz,https://youtu.be/sZi5_AzX7FU?si=OkamExpTrTfkn2Qw,0
EricTheodoreCartmanLovesTrump,因為近年真係愈黎愈多港人黎台灣想留低，而有個quota係度，咪覺得緊咗，但其實冇鬆到亦冇緊到,0
EricTheodoreCartmanLovesTrump,但又未到放鬆喎,0
,佢哋一定係長期防滲透,0
,睇唔清就慢啲～,0
EricTheodoreCartmanLovesTrump,而個quota係有法例基礎,0
EricTheodoreCartmanLovesTrump,其實台灣唔係愈收愈緊，係因為有個quota係度大家先會覺得難,0
Chris_UK2023,2019-2022寛鬆？真係寛鬆係1997年前。退一步講，2019年前，都比2019-2022年寛鬆。所以無論臺灣人，或者知情嘅香港人，睇到呢款文宣只會笑,0
Chris_UK2023,係呀，當有10000個香港人過到去，其中有一個係共諜，呢啲提醒都係成立㗎。山係石頭海係水，鬼唔知咩,0
Chris_UK2023,"但係資料同事實有出入
又根本擊唔中當地人關心點
呢類文宣作用好有限",0
Chris_UK2023,提醒全球二百幾個國家防止共諜，呢點冇人會質疑,0
Chris_UK2023,你不如睇吓，疫情後邊境管制放寛後，好多公務員、紀律部隊連過去臺灣旅遊都唔得,0
,"台灣、紐西蘭、加拿大、澳洲嘅香港人組織發現共諜混入。少數海外香港人組織好低調、甚至只收有香港出世紙嘅香港人都俾共匪成功滲透！
1997年前後喺英、加、美、紐、澳、台、馬來西亞成立嘅香港人組織好多今日都變咗藍屍組織，甚至勾結共匪，做咗終共喺外國嘅外理人/ 秘密公安/ 共諜部！",0
,"其實終共除咗全民皆諜（包括香港人），咁多年收買咗好多外國政客、軍人、學者做共諜。

睇吓澳洲🇦🇺嘅共諜情況幾嚴重",0
,終共用諜好濫，又會收買外國人做共諜。,0
,"700 萬入面有好多藍屍同共諜。
好多香港藍屍喺香港出世同接受教育！
外國嘅紅絲、香港藍屍同共諜都非常多。佢哋決心整死任何黃絲組織！",0
Xijianpin,先天性唔識台語+排外 本身香港人做間諜既機會唔係話0 但比起支那派過去既比例少,0
Chris_UK2023,"港人移居最快都要一兩年先入到籍
然後入籍十年內都唔可以從事軍政等活動
但係本土政黨本身就已經坐享權力
老兵就擁有機密同人脈
香港人同佢哋一比
係小巫見大巫",0
Chris_UK2023,"移居可能係插間諜嘅方法
不過其實唔使咁煩
去當地政黨或者前軍人搵應該仲多",0
Chris_UK2023,我諗佢真係唔識,0
,應該係原作者搞錯,0
Chris_UK2023,所以冇屌錯佢,0
Chris_UK2023,上面寫2019-2022,0
,應該係2019-2020年台灣政府鬆。之後因為太多共諜混水摸魚，所以台灣政府為咗國家安全先收到咁緊,0
Chris_UK2023,癡線，只有越來越收緊，邊度來寬鬆,0
,,0
buddy4ever22,"臺灣應該同日本統一
回到母親嘅懷抱 🤣",0
,李彥秀更稱，「難道超過80歲的台灣長者祖國是大日本帝國」😅,0
Windanz,"台灣總統賴清德祖國論引國民黨不滿　　
提中華民國113歲、「鄰居」為75歲

[https://www.winandmac.com/2024/10/taiwan-is-an-independent-country-2/](https://www.winandmac.com/2024/10/taiwan-is-an-independent-country-2/)",0
Windanz,"https://www.eventbrite.co.uk/e/1st-uk-hk-children-and-young-peoples-book-festival-tickets-1039868182727

英國首個兒童青少年中英文書展",0
Windanz,"https://www.eventbrite.co.uk/e/1st-uk-hk-children-and-young-peoples-book-festival-tickets-1039868182727

英國首個兒童青少年中英文書展",0
Windanz,給bno港人既免費英文班,0
Windanz,,0
Chris_UK2023,https://www.threads.net/@keith.cheng.9216/post/DAyOgOLCOqo/?xmt=AQGzTA8alve6D_GAHUq1CfGFo1KW3k4fskkEa8nnHx9ITQ,0
,https://www.rickerchoi.com/concerts,0
SangMata_BOT,User `5283018629` changed name from Ahgahjor to Pirika Pirilala,0
I_Love_Salad,打111 NHS幫到Mental Health 嘅人，打完111記住㩒2,0
GeraldG0,冇乜點變，好靚,0
Windanz,又創新高,0
Windanz,心理唔正常,0
Windanz,York,0
Windanz,,0
oooopekdm,拿中国找乐就行了,0
,應該包埋香港吧,0
GetALifeLa,"邊次上次？今年有兩次
咁活躍，未必好事",0
GetALifeLa,https://www.bbc.co.uk/news/articles/c89lqg90q38o.amp,0
I_Love_Salad,"我答咗佢一句「哦」
話題終結者最佳答案",0
,有啲人，入嚟求其一句其實就係擦存在感，永遠講啲嘢冇意義，佢純粹係想揶揄人哋講嘅嘢,0
speakandmove,同叫人參軍一樣,0
,個個都話冇時間/唔得閒🙃,0
Xijianpin,大家努力,0
Xijianpin,We spread the ideas🤪,0
,west midland 得一個🥲,0
hktoroctw,https://www.youtube.com/live/Lv0GOAhaflI?si=eSj02Med3y1_T6JT,0
Xijianpin,Btw 記得踢自己啲仔女去cadet,0
Xijianpin,慳番膽氣啦😂擺道明搞事啦個個,0
speakandmove,BNO 係6種英籍之一,0
,thank you,0
speakandmove,18,0
speakandmove,"BNO 係可以報陸軍嘅正規軍（regular)，亦都已經有20幾個BNO 手足成功參軍
但後備軍reserve 就反而要ILR
就係咁簡單",0
Windanz,一切順利👍,0
Windanz,Ching 好有心牙❤️,0
cdrils,"原本申請regular Army 
不過年紀越嚟越大最後決定switch Reserve 😂",0
Windanz,如果之後有得著請返嚟分享少少。我改呢個分組名稱其實係正面直接宣傳bno參軍👍,0
SangMata_BOT,User `6501688253` changed username from - to cdrils,0
cdrils,我申請左reserve Pmed,0
fullsuitrioter,pmed,0
Windanz,"not bad,",0
I_Love_Salad,"依到係飲食區
又俾人話！
要講嘢食
梁芷靈話覺得Aldi 28p意粉好味",0
GeraldG0,佢點答你？而你條腰近排點呀？,0
I_Love_Salad,我有問過GPT椎間盤突出要幾耐先好返㗎？,0
GeraldG0,或者試下問下佢啲嘢食伏唔伏囉😄,0
GeraldG0,問下佢意見啫，緊係唔可以搬字過紙啦,0
I_Love_Salad,係幾款,0
I_Love_Salad,學校好多software check你啲功課係咪用GPT寫啊,0
GeraldG0,呢啲時候緊係搵 GPT 幫手啦,0
I_Love_Salad,"我啱啱寫緊assessment 諗唔到點寫落去，咪上嚟睇吓有冇人咩都話伏嚟周圍焫㷫人
啟發吓我思維",0
GeraldG0,上面係話 reserve 係有永居先得，但常規嘅就英藉（BNO) 就得,0
GeraldG0,你不停咁講，係咪都需要其他人關注下😁,0
I_Love_Salad,"你漏咗前兩個字「挑釁性行為」
又唔等如挑機",0
Windanz,呢啲我通常當睇唔到,0
I_Love_Salad,呢種係挑釁性行為！需要引其他人注意！挑起爭端！去偏低其他人！呢個行為冇藥醫！但最好去見輔導！,0
Windanz,乜都話伏嘅人唔顯得識享受生活🤷‍♂,0
Windanz,👍抵佢伏,0
I_Love_Salad,"或且佢本身食唔慣cheap 嘢，咩都話伏！
可能香港有幾層太古城賣咗過英國
洗咩食你Lidl Asda Aldi 呀
所以見咩未食過都話伏",0
Windanz,英國更加成日聽，哇用幾多幾鎊食一樣咁嘅嘢，智商稅。我覺得果啲人適合上大灣區🤗,0
Windanz,仲有係佢本身唔中意食果樣嘢去評價一間鋪難食😂,0
I_Love_Salad,"依個係一個病態
我讀緊",0
I_Love_Salad,Exactly 憎人富貴厭人貧心態,0
Windanz,更多人乜都話難食，問佢乜好食佢就講唔出,0
I_Love_Salad,"睇到味睇
睇唔到咪算
上次係房都睇過一次！隨緣啦",0
I_Love_Salad,"試新嘢要有勇敢
但總好過有啲人，冇試過、見個包括、憑佢自己FF就話啲嘢伏！
定要所有人跟佢思想！所有嘢由佢話事，邊樣嘢正、邊樣嘢伏！要統一思想行為！同習大大思維好似喎",0
Windanz,咁機會好大就唔保證見到🤷‍♂,0
Windanz,我成日都想試新嘢，但往往走入comfort zone again,0
I_Love_Salad,😂,0
MissRose_bot,只有管理員才能執行此指令。,0
I_Love_Salad,"人人口味唔同！
有人一見包括就話伏，可能唔係意大利新鮮做食唔慣！
依家的確狗都唔食，我未見過狗食通粉😂",0
Windanz,勇者,0
I_Love_Salad,超難食😵‍💫,0
I_Love_Salad,好味😋,0
Windanz,/warn,0
I_Love_Salad,樓上有人話「天冇話有」喎,0
Windanz,有當然好👍,0
Windanz,https://news.sky.com/story/northern-lights-could-appear-over-parts-of-the-uk-this-week-13227187?fbclid=IwY2xjawFuWblleHRuA2FlbQIxMQABHfPBDkpjHPYKkfBnAn3UoxNiFvsVJ-DrNmPQJHCWKiQD3JENtC3c2x5ZHg_aem_3e496uYmr4Y6yehSCogSng,0
Windanz,上次倫敦我都見到,0
Windanz,又有啦😍,0
Windanz,https://news.sky.com/story/northern-lights-could-appear-over-parts-of-the-uk-this-week-13227187?fbclid=IwY2xjawFuWblleHRuA2FlbQIxMQABHfPBDkpjHPYKkfBnAn3UoxNiFvsVJ-DrNmPQJHCWKiQD3JENtC3c2x5ZHg_aem_3e496uYmr4Y6yehSCogSng,0
Chris_UK2023,,0
Windanz,好多小朋友書,0
Windanz,不過本身想找嘅書又唔見到。可能要上網搵,0
Windanz,"我買多咗套香港歷史嘅書👍
同抗爭期間相冊",0
Windanz,頭先想搭車等咗幾十分鐘都無，結果行去書展,0
Windanz,又來。,0
Windanz,https://www.independent.co.uk/news/uk/home-news/israel-palestine-hamas-war-london-march-b2624298.html?fbclid=IwY2xjawFuUq1leHRuA2FlbQIxMQABHbqsAS_-xIHtz8zANfKLs6Oo4OgCeh88JUrRHqZUTxOTzEF60YEPk3cKsw_aem_JRvOlHJOp4_8si6RXK0QKw,0
Windanz,要有數字先可以對症下藥。政府對香港人呢方面支援唔到位，語言始終係阻礙求助同得到協助嘅問題之一,0
Xijianpin,"同其他有意參軍既人講 大部分條件已於MOD 官網詳列, 呢道主要分享經驗 時間 同一啲過SYSTEM 既Tricks",0
jimleungkp,有左大老弟，保有對中東局勢有影響力？牽制中東班爛仔都有作用既,0
,你同習種一樣，一言堂,0
GroupHelpBot,[](tg://user?id=1069787237)`Report sent`[](tg://user?id=969888115)[](tg://user?id=1246881857)[](tg://user?id=121729333)[](tg://user?id=756166834)[](tg://user?id=1596290446)[](tg://user?id=5077714661)[](tg://user?id=828772121),0
MissRose_bot,向管理員檢舉了 [扮明漢](tg://user?id=7310909427) [`7310909427`]。[​](tg://user?id=969888115)[​](tg://user?id=1246881857)[​](tg://user?id=121729333)[​](tg://user?id=756166834)[​](tg://user?id=1596290446)[​](tg://user?id=5077714661)[​](tg://user?id=1069787237)[​](tg://user?id=828772121),0
Xijianpin,/report,0
,咁你又話英藉先參得軍,0
,港僑好鐘意做問卷,0
Xijianpin,你再扭再玩野咪report 送客 we good?!,0
Xijianpin,點參條毛?,0
Xijianpin,"事實係無錯bno 參軍係其中一個條件
夠18 個月居住可以做full time
夠5 年拎到ilr 可以做part time",0
,我講事實，bno點參軍，參條毛,0
Xijianpin,你想滲透唔應該咁快expose,0
Xijianpin,"我勸你唔好搞事, 入group 難",0
,咁呢個谷個名好誤導，呃人,0
,,0
Windanz,倫敦書展,0
Windanz,,0
Windanz,,0
Windanz,,0
Windanz,,0
Windanz,,0
Windanz,,0
Windanz,,0
,想問吓reserve要16歲定係18呀,0
synnoveescape,叫我阿爺就差唔多,0
Windanz,佢真係敢講👍❤️,0
buddy4ever22,隨便 😂,0
Windanz,"在英港人使用情緒健康服務調查 
Survey on accessing mental health services in the UK

英國港僑協會正與Thrive LDN合作進行一項重要調查，旨在了解移英港人在英國使用情緒健康服務的體驗，尤其是在使用本地或港人服務時所遇到的困難和種種限制。您的經歷將有助我們與英國政策制定者探討本地情緒健康服務對港人支援不足的改善方針！

問卷調查網址: https://www.surveymonkey.com/r/HKB_ThriveLDNsurvey2024

所有資料均會保密及匿名處理

截止日期：2024年10月20日（星期日）

如有查詢，歡迎電郵至: Hongkongersinbritain@protonmail.com

Hongkongers in Britain is currently conducting a survey in collaboration with Thrive LDN to gain insights into Hongkongers' experience of accessing mental health services in the UK. We would like to gather your feedback on struggles and challenges you encountered when accessing local or Hongkonger services. Your valuable input will then be used to formulate recommendations for policymakers to improve Hongkongers' accessibility to mental health services.

Survey link: https://www.surveymonkey.com/r/HKB_ThriveLDNsurvey2024

All data will be treated as confidential within HKB and all records are anonymised.

***[

](http://petition.parliament.uk/petitions/640649)一個不忘討論抗爭嘅英國公海
📌 [加入TG公海](http://bit.ly/BHK1841)",0
Xijianpin,"Reserve 你都要係英藉人士先可以參軍, 無contradiction",0
I_Love_Salad,哦,0
,天冇話有,0
I_Love_Salad,問個天,0
,臺灣總統說，中華人民共和國“不可能”是我們的祖國,0
Windanz,A brand-new art gallery will open in London in 2025 – in a very famous building https://www.timeout.com/london/news/a-brand-new-art-gallery-will-open-in-london-in-2025-in-a-very-famous-building-100424,0
Windanz,"//「唔該」是廣東話的特色用語。在英國教港人小孩子講廣東話，「唔該」和「多謝」常常令小孩十分混淆。網絡上其實有很多詳細的解釋和例子，「唔該」是對別人的幫助和服務表達謝意，而「多謝」則是對別人讚賞和實質禮物的感謝。我感興趣的是「唔該」二字原來是縮寫，來自「（事情）不應該麻煩你做，但你也做了，當然要感謝」似乎是將整句的意思用開頭的兩個字「唔該」代替了。//

【鹿公園｜唔該借借】

請到《追新聞》網站閱覽
https://thechasernews.co.uk/鹿公園｜唔該借借/ 

作者：阿早

筆者畢業於嶺南大學中文系，曾任職於香港專上學院文學研究中心，協助香港文學研究、刊物出版，後任教中學中文科十多年。

#鹿公園 #專欄 #唔該借借 #廣東話 #追新聞 #thechaser 
========================
🌟加入YouTube頻道會員支持《追新聞》運作🌟
https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw/join

《追新聞》無金主，只有您！為訂戶提供驚喜優惠，好讓大家支持本平台，再撐埋黃店。香港訂戶可分享給英國親友使用。

優惠詳情：https://thechasernews.co.uk/追新聞訂戶注意-新黃店優惠嚟啦/

報道無罪 知情有價 請即訂閱《追新聞》：
💰 Patreon｜https://www.patreon.com/thechasernews
💰 Stripe｜https://buy.stripe.com/7sI8zwgoA9HZ3Cg6oq
🔗 網站｜https://thechasernews.co.uk/
📺 YouTube｜https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw
📷 Instagram｜https://www.instagram.com/the_chaser_news
🌐 Facebook｜https://www.facebook.com/the.chaser.news
☕️ ko-fi｜https://ko-fi.com/thechasernews",0
,成日玩狼來了,0
,咁點解叫bno參軍？,0
speakandmove,唔高，你本身有BC/ILR就報得,0
I_Love_Salad,"人人住嘅地區方向唔同
人人運氣唔同
人人對眼又唔同
睇唔睇到就睇你自己",0
synnoveescape,要唔要tag 香港旗組織啲人過嚟？,0
Uncleblackcatbbch,https://www.facebook.com/xplo.wd.EA/videos/825832179722451/,0
,https://youtu.be/KXEeqOxc6hk,0
buddy4ever22,"Reserve 對體能要求高唔高?
如果唔高 我都想試下 😂",0
buddy4ever22,"幾十年? 邊有咁快 😂
起碼都要3代人 足一個世紀啦 🙏🏻",0
iphoneengineer,起碼行返幾十年，最少要有一到兩次政黨輪替，和平移交權力之後先至得。中國人又好博香港人又好，咁多次咁急進行得咁快有邊次有好嘢？,0
speakandmove,"Reserve 要有ILR先入得
你有興趣嘅可以pm我 加你入參軍谷",0
,沉香樹 支那成群落嚟斬樹,0
captaincatho,香港唔係有種樹木係香既，斬到就絕種果隻，有佢先會叫嚟到做香港，用果隻唔好咩,0
,老共當然想搶走香港呢隻肥羊,0
,"共產當應該出咗好多錢、人力物力、賄賂咗好多政客先做到！
香港曾經有段時期1年嘅GDP 生產總值等於4成嘅終角。",0
blueskycoldicegoodday,"五年前
2019.10.2 聲援荃灣中槍學生

#101槍殺人 #健仔 #荃灣 #沙咀道遊樂場
#反送中5週年 #反送中 #毋忘2019 #毋忘抗爭 #當年今日",0
blueskycoldicegoodday,,0
blueskycoldicegoodday,,0
blueskycoldicegoodday,,0
blueskycoldicegoodday,"五年前
**2019.10.1 賀佢老母**

#賀佢老母 #沒有國慶只有國殤
#反送中5週年 #反送中 #毋忘2019 #毋忘抗爭 #當年今日",0
blueskycoldicegoodday,,0
blueskycoldicegoodday,,0
blueskycoldicegoodday,,0
,https://www.facebook.com/share/v/dfoEPcvGw4rFUPUN/?mibextid=WC7FNe,0
,https://www.facebook.com/share/v/dfoEPcvGw4rFUPUN/?mibextid=WC7FNe,0
,"啱呀！重建秩序就可以自決
由聯合國授權下聯合聲明簽署國暫管
改行西敏制
由第一年區議會 第二年立法會/議會 就可以有首相同總督 權力轉移自治 等第二屆政府就公投自決",0
hktoroctw,,0
synnoveescape,同意,0
Xijianpin,依加講獨立就益左下個中國領土既新政權,0
Xijianpin,"將個鐘較番1997 繼續行, 做番以前要做既野 當然要有公職追放, 冷藏行動, 重新教育番10 年 簡單係撥亂反正後 有條件先公民自決, 自治嶺, 獨立, 定照舊",0
,中國歷史多災多難過去幾十年年年移進數萬新移民 佢哋佔多數下 新政權大中華思想入侵 如何維持不向中國靠攏成疑,0
,英國治下香港除了得到穩定保證 仲可以係中國亂時中立同唔惹禍上身 光復原意本如此,0
iphoneengineer,植物上面其實鐵樹蓮、鍾櫻桃等等都OK,0
,最恐怖係獨立出嚟嘅國家唔一定親西方 到時下一代又可以點爭取點抗爭？,0
Xijianpin,其實最後既前途同獨立無疑 但軍事同國際上既關係可以take 曬北約及英聯邦既benefit,0
Xijianpin,本身英國97 前留低既軌跡已經係好直布既路 當然唔好計中共既interference,0
Xijianpin,因為硬傷既係香港係無一個獨立生存既能力 係硬件同軍事上,0
Xijianpin,"不嬲係講如果有堆人走出嚟話要香港獨立, 個一個政治實體就必然要歸邊, 好明顯今天係歸中共邊啦",0
